city,lng,lat,subject,src,page,year
Saumur,"-0,080893","47,260135",Charlotte,194,194,
Tours,"0,68484","47,394144",Charlotte,195,196,
Montsoreau,"1,725","47,179",Charlotte,197,198,
Saumur,"-0,080893","47,260135",Charlotte,242,263,
Tours,"0,68484","47,394144",Charlotte,249,273,
Saumur,"-0,080893","47,260135",Charlotte,265,294,
Saumur,"-0,080893","47,260135",Charlotte,265,294,
Paris,"2,3522219","48,856614",Charlotte,279,314,
Pougues,"3,101573","47,072803",Charlotte,279,314,
Saumur,"-0,080893","47,260135",Charlotte,279,314,
Saumur,"-0,080893","47,260135",Charlotte,283,319,
Saumur,"-0,080893","47,260135",Charlotte,284,320,
Pougues,"3,101573","47,072803",Charlotte,295,336,
Pougues,"3,101573","47,072803",Charlotte,295,336,
Gien,"3,0707","47,6358",Charlotte,299,342,
Saumur,"-0,080893","47,260135",Charlotte,299,342,
Saumur,"-0,080893","47,260135",Charlotte,310,356,
Saumur,"-0,080893","47,260135",Charlotte,310,356,
Saumur,"-0,080893","47,260135",Charlotte,321,371,
Saumur,"-0,080893","47,260135",Charlotte,322,372,
Saumur,"-0,080893","47,260135",Charlotte,323,373,
Saumur,"-0,080893","47,260135",Charlotte,324,375,
Saumur,"-0,080893","47,260135",Charlotte,324,375,
Saumur,"-0,080893","47,260135",Charlotte,326,378,
Saumur,"-0,080893","47,260135",Charlotte,326,378,
Saumur,"-0,080893","47,260135",Charlotte,326,378,
Saumur,"-0,080893","47,260135",Charlotte,326,378,
Saumur,"-0,080893","47,260135",Charlotte,327,379,
Paris,"2,3522219","48,856614",Charlotte,327,379,
Paris,"2,3522219","48,856614",Charlotte,328,381,
Paris,"2,3522219","48,856614",Charlotte,338,395,
Paris,"2,3522219","48,856614",Charlotte,339,396,
Charenton-le-Pont,"2,851","48,7689",Charlotte,339,396,
Paris,"2,3522219","48,856614",Charlotte,339,396,
Paris,"2,3522219","48,856614",Charlotte,340,397,
Chaliot,"2,2921975","48,8698617",Charlotte,340,397,
Paris,"2,3522219","48,856614",Charlotte,340,397,
Paris,"2,3522219","48,856614",Charlotte,341,399,
Paris,"2,3522219","48,856614",Charlotte,342,400,
Saumur,"-0,080893","47,260135",Charlotte,342,400,
Paris,"2,3522219","48,856614",Charlotte,343,402,
Ablon-sur-Seine,"2,408144","48,761535",Charlotte,344,403,
Paris,"2,3522219","48,856614",Charlotte,344,403,
Paris,"2,3522219","48,856614",Charlotte,345,405,
Amboise,"0,984407","47,413326",Charlotte,345,405,
Saumur,"-0,080893","47,260135",Charlotte,345,405,
Saumur,"-0,080893","47,260135",Charlotte,346,406,
Saumur,"-0,080893","47,260135",Charlotte,347,408,
Saumur,"-0,080893","47,260135",Charlotte,348,409,
Saumur,"-0,080893","47,260135",Charlotte,349,410,
Saumur,"-0,080893","47,260135",Charlotte,352,,
Saumur,"-0,080893","47,260135",Charlotte,353,,
Saumur,"-0,080893","47,260135",Charlotte,353,,
Saumur,"-0,080893","47,260135",Charlotte,353,,
Saumur,"-0,080893","47,260135",Charlotte,356,,
Boumois,"0,00285","47,27535",Charlotte,356,,
Saumur,"-0,080893","47,260135",Charlotte,357,,
Saumur,"-0,080893","47,260135",Charlotte,358,,
Saumur,"-0,080893","47,260135",Charlotte,359,,
Saumur,"-0,080893","47,260135",Charlotte,360,,
Saumur,"-0,080893","47,260135",Charlotte,361,,
Saumur,"-0,080893","47,260135",Charlotte,362,,
Saumur,"-0,080893","47,260135",Charlotte,370,,
Parc de Soubize en Poitou,"-1,0037424","45,8990585",Charlotte,370,,
Poitou,"-0,3091837","45,903552",Charlotte,373,,
Saumur,"-0,080893","47,260135",Charlotte,373,,
Saumur,"-0,080893","47,260135",Charlotte,376,,
Boumois,"0,00285","47,27535",Charlotte,383,,
Saumur,"-0,080893","47,260135",Charlotte,384,,
Boumois,"0,00285","47,27535",Charlotte,387,,
Boumois,"0,00285","47,27535",Charlotte,387,,
Boumois,"0,00285","47,27535",Charlotte,387,,
Boumois,"0,00285","47,27535",Charlotte,387,,
Saumur,"-0,789148","47,12228",Charlotte,390,,
Saumur,"-0,080893","47,260135",Charlotte,390,,
Saumur,"-0,080893","47,260135",Charlotte,393,,
Boumois,"0,00285","47,27535",Charlotte,393,,
Saumur,"-0,080893","47,260135",Charlotte,395,,
Saumur,"-0,080893","47,260135",Charlotte,396,,
Saumur,"-0,080893","47,260135",Charlotte,402,,
Saumur,"-0,080893","47,260135",Charlotte,425,,
